strain	Line	N_generation	N_pSTR	mutation	N_mutation	mutation_rate	gfeature
mev-1	712	123	1093	deletions	1	3.71915887502882e-06	enhancer
mev-1	712	123	6480	deletions	42	2.63474856970792e-05	intergenic
mev-1	712	123	9187	deletions	104	4.60176583914527e-05	intron
mev-1	712	123	1103	deletions	3	1.10563208986578e-05	promoter
mev-1	712	123	286	deletions	1	1.42134288475752e-05	pseudogene
mev-1	712	123	491	deletions	2	1.65582103886212e-05	RNAs & TEs
mev-1	712	123	1415	insertions	14	4.02194834669195e-05	3'UTR
mev-1	712	123	381	insertions	2	2.1338796065126e-05	5'UTR
mev-1	712	123	1093	insertions	3	1.11574766250865e-05	enhancer
mev-1	712	123	6480	insertions	38	2.38382013449764e-05	intergenic
mev-1	712	123	9187	insertions	141	6.23893253191811e-05	intron
mev-1	712	123	1103	insertions	6	2.21126417973155e-05	promoter
mev-1	712	123	286	insertions	1	1.42134288475752e-05	pseudogene
mev-1	712	123	491	insertions	3	2.48373155829318e-05	RNAs & TEs
mev-1	712	123	1415	substitutions	1	2.87282024763711e-06	3'UTR
mev-1	712	123	1452	substitutions	1	2.79961477300723e-06	CDS
mev-1	712	123	6480	substitutions	7	4.39124761617987e-06	intergenic
mev-1	712	123	9187	substitutions	10	4.424774845332e-06	intron
mev-1	712	123	491	substitutions	2	1.65582103886212e-05	RNAs & TEs
mev-1	715	120	1375	deletions	15	4.54545454545455e-05	3'UTR
mev-1	715	120	365	deletions	1	1.14155251141553e-05	5'UTR
mev-1	715	120	1088	deletions	5	1.91482843137255e-05	enhancer
mev-1	715	120	6355	deletions	38	2.4914765276685e-05	intergenic
mev-1	715	120	8846	deletions	112	5.27545406586781e-05	intron
mev-1	715	120	1098	deletions	1	3.79477838494232e-06	promoter
mev-1	715	120	285	deletions	3	4.3859649122807e-05	pseudogene
mev-1	715	120	493	deletions	7	5.91615956727519e-05	RNAs & TEs
mev-1	715	120	1375	insertions	13	3.93939393939394e-05	3'UTR
mev-1	715	120	365	insertions	2	2.28310502283105e-05	5'UTR
mev-1	715	120	1088	insertions	2	7.6593137254902e-06	enhancer
mev-1	715	120	6355	insertions	60	3.933910306845e-05	intergenic
mev-1	715	120	8846	insertions	177	8.33710151480895e-05	intron
mev-1	715	120	1098	insertions	5	1.89738919247116e-05	promoter
mev-1	715	120	285	insertions	2	2.92397660818713e-05	pseudogene
mev-1	715	120	493	insertions	4	3.38066260987153e-05	RNAs & TEs
mev-1	715	120	1375	substitutions	3	9.09090909090909e-06	3'UTR
mev-1	715	120	365	substitutions	1	1.14155251141553e-05	5'UTR
mev-1	715	120	6355	substitutions	7	4.5895620246525e-06	intergenic
mev-1	715	120	8846	substitutions	21	9.89147637350215e-06	intron
mev-1	721	123	1344	deletions	19	5.74670925280681e-05	3'UTR
mev-1	721	123	374	deletions	2	2.17381852962915e-05	5'UTR
mev-1	721	123	1070	deletions	10	3.79910341159486e-05	enhancer
mev-1	721	123	6166	deletions	81	5.34006313141302e-05	intergenic
mev-1	721	123	8588	deletions	185	8.75678295674433e-05	intron
mev-1	721	123	1094	deletions	13	4.83048706172619e-05	promoter
mev-1	721	123	277	deletions	4	5.87009480203105e-05	pseudogene
mev-1	721	123	484	deletions	4	3.35953772760868e-05	RNAs & TEs
mev-1	721	123	1344	insertions	23	6.95654277971351e-05	3'UTR
mev-1	721	123	374	insertions	5	5.43454632407287e-05	5'UTR
mev-1	721	123	1070	insertions	6	2.27946204695692e-05	enhancer
mev-1	721	123	6166	insertions	124	8.17491146043475e-05	intergenic
mev-1	721	123	8588	insertions	256	0.00012117494253657	intron
mev-1	721	123	1094	insertions	7	2.60103149477564e-05	promoter
mev-1	721	123	277	insertions	9	0.000132077133045699	pseudogene
mev-1	721	123	484	insertions	4	3.35953772760868e-05	RNAs & TEs
mev-1	721	123	1344	substitutions	5	1.51229190863337e-05	3'UTR
mev-1	721	123	374	substitutions	1	1.08690926481457e-05	5'UTR
mev-1	721	123	1439	substitutions	1	2.82490663683565e-06	CDS
mev-1	721	123	1070	substitutions	3	1.13973102347846e-05	enhancer
mev-1	721	123	6166	substitutions	18	1.18668069586956e-05	intergenic
mev-1	721	123	8588	substitutions	29	1.37268489592208e-05	intron
mev-1	721	123	1094	substitutions	2	7.43151855650184e-06	promoter
mev-1	721	123	277	substitutions	1	1.46752370050776e-05	pseudogene
mev-1	727	116	1427	deletions	2	6.04112799942005e-06	3'UTR
mev-1	727	116	1088	deletions	1	3.9617139959432e-06	enhancer
mev-1	727	116	6631	deletions	16	1.04004701012486e-05	intergenic
mev-1	727	116	9352	deletions	56	2.58104480693785e-05	intron
mev-1	727	116	1114	deletions	1	3.86925029406302e-06	promoter
mev-1	727	116	299	deletions	1	1.44158689885826e-05	pseudogene
mev-1	727	116	516	deletions	2	1.6706762897621e-05	RNAs & TEs
mev-1	727	116	1427	insertions	4	1.20822559988401e-05	3'UTR
mev-1	727	116	1437	insertions	2	5.99908813860293e-06	CDS
mev-1	727	116	1088	insertions	1	3.9617139959432e-06	enhancer
mev-1	727	116	6631	insertions	23	1.49506757705448e-05	intergenic
mev-1	727	116	9352	insertions	65	2.99585557948143e-05	intron
mev-1	727	116	1114	insertions	2	7.73850058812604e-06	promoter
mev-1	727	116	1437	substitutions	1	2.99954406930147e-06	CDS
mev-1	727	116	1088	substitutions	2	7.92342799188641e-06	enhancer
mev-1	727	116	6631	substitutions	4	2.60011752531214e-06	intergenic
mev-1	727	116	9352	substitutions	3	1.38270257514528e-06	intron
mev-1	727	116	299	substitutions	1	1.44158689885826e-05	pseudogene
mev-1	729	124	1382	deletions	12	3.50123710377667e-05	3'UTR
mev-1	729	124	365	deletions	2	2.20945647370747e-05	5'UTR
mev-1	729	124	1090	deletions	2	7.39863865048831e-06	enhancer
mev-1	729	124	6443	deletions	27	1.68975582402507e-05	intergenic
mev-1	729	124	9173	deletions	66	2.90122132626256e-05	intron
mev-1	729	124	1098	deletions	2	7.34473235795288e-06	promoter
mev-1	729	124	298	deletions	2	2.70621346611821e-05	pseudogene
mev-1	729	124	489	deletions	2	1.64918530246058e-05	RNAs & TEs
mev-1	729	124	1382	insertions	4	1.16707903459222e-05	3'UTR
mev-1	729	124	365	insertions	2	2.20945647370747e-05	5'UTR
mev-1	729	124	1090	insertions	3	1.10979579757325e-05	enhancer
mev-1	729	124	6443	insertions	30	1.87750647113897e-05	intergenic
mev-1	729	124	9173	insertions	123	5.40682156258022e-05	intron
mev-1	729	124	1098	insertions	1	3.67236617897644e-06	promoter
mev-1	729	124	298	insertions	1	1.3531067330591e-05	pseudogene
mev-1	729	124	1382	substitutions	2	5.83539517296111e-06	3'UTR
mev-1	729	124	6443	substitutions	6	3.75501294227794e-06	intergenic
mev-1	729	124	9173	substitutions	9	3.95621089944894e-06	intron
mev-1	729	124	298	substitutions	1	1.3531067330591e-05	pseudogene
mev-1	729	124	489	substitutions	2	1.64918530246058e-05	RNAs & TEs
mev-1	730	117	1415	deletions	2	6.04028872580109e-06	3'UTR
mev-1	730	117	1088	deletions	4	1.57114127702363e-05	enhancer
mev-1	730	117	6520	deletions	14	9.1762361701012e-06	intergenic
mev-1	730	117	9209	deletions	70	3.24840155440655e-05	intron
mev-1	730	117	1108	deletions	2	7.71390663087414e-06	promoter
mev-1	730	117	287	deletions	2	2.97805175853956e-05	pseudogene
mev-1	730	117	504	deletions	2	1.69583502916836e-05	RNAs & TEs
mev-1	730	117	1415	insertions	7	2.11410105403038e-05	3'UTR
mev-1	730	117	369	insertions	1	1.15813123943205e-05	5'UTR
mev-1	730	117	1088	insertions	1	3.92785319255907e-06	enhancer
mev-1	730	117	6520	insertions	21	1.37643542551518e-05	intergenic
mev-1	730	117	9209	insertions	72	3.34121302738959e-05	intron
mev-1	730	117	504	insertions	3	2.54375254375254e-05	RNAs & TEs
mev-1	730	117	1415	substitutions	1	3.02014436290055e-06	3'UTR
mev-1	730	117	9209	substitutions	6	2.78434418949133e-06	intron
mev-1	730	117	287	substitutions	1	1.48902587926978e-05	pseudogene
mev-1	733	121	1357	deletions	13	3.95865941521465e-05	3'UTR
mev-1	733	121	374	deletions	1	1.1048747072082e-05	5'UTR
mev-1	733	121	1088	deletions	14	5.31720952843948e-05	enhancer
mev-1	733	121	6258	deletions	50	3.30155912828274e-05	intergenic
mev-1	733	121	8784	deletions	153	7.19753420945671e-05	intron
mev-1	733	121	1090	deletions	7	2.65372659034044e-05	promoter
mev-1	733	121	281	deletions	5	7.3527249198553e-05	pseudogene
mev-1	733	121	492	deletions	4	3.35953772760868e-05	RNAs & TEs
mev-1	733	121	1357	insertions	26	7.9173188304293e-05	3'UTR
mev-1	733	121	374	insertions	3	3.31462412162461e-05	5'UTR
mev-1	733	121	1088	insertions	5	1.8990034030141e-05	enhancer
mev-1	733	121	6258	insertions	105	6.93327416939375e-05	intergenic
mev-1	733	121	8784	insertions	231	0.000108668653750621	intron
mev-1	733	121	1090	insertions	6	2.27462279172037e-05	promoter
mev-1	733	121	281	insertions	3	4.41163495191318e-05	pseudogene
mev-1	733	121	492	insertions	8	6.71907545521736e-05	RNAs & TEs
mev-1	733	121	1357	substitutions	1	3.04512262708819e-06	3'UTR
mev-1	733	121	1088	substitutions	1	3.7980068060282e-06	enhancer
mev-1	733	121	6258	substitutions	6	3.96187095393929e-06	intergenic
mev-1	733	121	8784	substitutions	21	9.87896852278372e-06	intron
mev-1	733	121	281	substitutions	2	2.94108996794212e-05	pseudogene
mev-1	737	107	1431	deletions	3	9.7964301808421e-06	3'UTR
mev-1	737	107	6567	deletions	19	1.35198792034372e-05	intergenic
mev-1	737	107	9443	deletions	37	1.83095622431094e-05	intron
mev-1	737	107	1105	deletions	1	4.2288662409608e-06	promoter
mev-1	737	107	293	deletions	1	1.59484545947498e-05	pseudogene
mev-1	737	107	495	deletions	1	9.44019635608421e-06	RNAs & TEs
mev-1	737	107	1431	insertions	6	1.95928603616842e-05	3'UTR
mev-1	737	107	1093	insertions	3	1.28258843447256e-05	enhancer
mev-1	737	107	6567	insertions	18	1.28083066137826e-05	intergenic
mev-1	737	107	9443	insertions	53	2.62272107806702e-05	intron
mev-1	737	107	293	insertions	1	1.59484545947498e-05	pseudogene
mev-1	737	107	495	insertions	3	2.83205890682526e-05	RNAs & TEs
mev-1	737	107	6567	substitutions	5	3.55786294827294e-06	intergenic
mev-1	737	107	9443	substitutions	5	2.47426516798776e-06	intron
mev-1	737	107	293	substitutions	1	1.59484545947498e-05	pseudogene
mev-1	738	123	1429	deletions	2	5.68935010553744e-06	3'UTR
mev-1	738	123	375	deletions	1	1.0840108401084e-05	5'UTR
mev-1	738	123	1093	deletions	1	3.71915887502882e-06	enhancer
mev-1	738	123	6582	deletions	13	8.0287949643398e-06	intergenic
mev-1	738	123	9349	deletions	51	2.21753206942702e-05	intron
mev-1	738	123	1120	deletions	1	3.62950058072009e-06	promoter
mev-1	738	123	302	deletions	1	1.34603995046573e-05	pseudogene
mev-1	738	123	506	deletions	4	3.21347086988656e-05	RNAs & TEs
mev-1	738	123	1429	insertions	5	1.42233752638436e-05	3'UTR
mev-1	738	123	375	insertions	1	1.0840108401084e-05	5'UTR
mev-1	738	123	1093	insertions	1	3.71915887502882e-06	enhancer
mev-1	738	123	6582	insertions	29	1.79103887666042e-05	intergenic
mev-1	738	123	9349	insertions	68	2.95670942590269e-05	intron
mev-1	738	123	1120	insertions	1	3.62950058072009e-06	promoter
mev-1	738	123	302	insertions	2	2.69207990093146e-05	pseudogene
mev-1	738	123	506	insertions	1	8.03367717471641e-06	RNAs & TEs
mev-1	738	123	6582	substitutions	5	3.08799806320761e-06	intergenic
mev-1	738	123	9349	substitutions	2	8.69620419383143e-07	intron
mev-1	744	121	1417	deletions	2	5.83236613261634e-06	3'UTR
mev-1	744	121	1090	deletions	2	7.58207597240124e-06	enhancer
mev-1	744	121	6486	deletions	19	1.2104902358035e-05	intergenic
mev-1	744	121	9314	deletions	28	1.24224263838139e-05	intron
mev-1	744	121	1087	deletions	1	3.80150083252868e-06	promoter
mev-1	744	121	500	deletions	1	8.26446280991736e-06	RNAs & TEs
mev-1	744	121	1417	insertions	2	5.83236613261634e-06	3'UTR
mev-1	744	121	6486	insertions	12	7.64520148928525e-06	intergenic
mev-1	744	121	9314	insertions	56	2.48448527676279e-05	intron
mev-1	744	121	300	insertions	1	1.37741046831956e-05	pseudogene
mev-1	744	121	500	insertions	2	1.65289256198347e-05	RNAs & TEs
mev-1	744	121	6486	substitutions	2	1.27420024821421e-06	intergenic
mev-1	744	121	9314	substitutions	2	8.87316170272424e-07	intron
mev-1	744	121	300	substitutions	1	1.37741046831956e-05	pseudogene
mev-1	746	117	1320	deletions	16	5.18000518000518e-05	3'UTR
mev-1	746	117	370	deletions	3	3.46500346500346e-05	5'UTR
mev-1	746	117	1433	deletions	2	5.96441629239954e-06	CDS
mev-1	746	117	1074	deletions	7	2.78533798086871e-05	enhancer
mev-1	746	117	6169	deletions	60	4.15643145421067e-05	intergenic
mev-1	746	117	8388	deletions	180	9.17061002897913e-05	intron
mev-1	746	117	1096	deletions	5	1.94959136564976e-05	promoter
mev-1	746	117	270	deletions	2	3.16555872111428e-05	pseudogene
mev-1	746	117	467	deletions	4	3.66038909936126e-05	RNAs & TEs
mev-1	746	117	1320	insertions	20	6.47500647500648e-05	3'UTR
mev-1	746	117	370	insertions	2	2.31000231000231e-05	5'UTR
mev-1	746	117	1074	insertions	2	7.95810851676773e-06	enhancer
mev-1	746	117	6169	insertions	89	6.16537332374583e-05	intergenic
mev-1	746	117	8388	insertions	223	0.000113613668692353	intron
mev-1	746	117	1096	insertions	1	3.89918273129952e-06	promoter
mev-1	746	117	270	insertions	7	0.000110794555239	pseudogene
mev-1	746	117	467	insertions	6	5.49058364904189e-05	RNAs & TEs
mev-1	746	117	1320	substitutions	1	3.23750323750324e-06	3'UTR
mev-1	746	117	6169	substitutions	7	4.84917002991245e-06	intergenic
mev-1	746	117	8388	substitutions	21	1.0699045033809e-05	intron
mev-1	746	117	467	substitutions	2	1.83019454968063e-05	RNAs & TEs
mev-1	748	119	1385	deletions	10	3.03370445651185e-05	3'UTR
mev-1	748	119	1438	deletions	2	5.84378396699431e-06	CDS
mev-1	748	119	1074	deletions	3	1.17365381906953e-05	enhancer
mev-1	748	119	6399	deletions	32	2.10116864373504e-05	intergenic
mev-1	748	119	9081	deletions	112	5.18211909805217e-05	intron
mev-1	748	119	1114	deletions	3	1.13151185070078e-05	promoter
mev-1	748	119	288	deletions	1	1.45891690009337e-05	pseudogene
mev-1	748	119	1385	insertions	6	1.82022267390711e-05	3'UTR
mev-1	748	119	372	insertions	1	1.12948405168519e-05	5'UTR
mev-1	748	119	1074	insertions	2	7.82435879379685e-06	enhancer
mev-1	748	119	6399	insertions	43	2.82344536501896e-05	intergenic
mev-1	748	119	9081	insertions	115	5.32092585960714e-05	intron
mev-1	748	119	1114	insertions	2	7.54341233800522e-06	promoter
mev-1	748	119	288	insertions	2	2.91783380018674e-05	pseudogene
mev-1	748	119	501	insertions	3	2.51597645046042e-05	RNAs & TEs
mev-1	748	119	6399	substitutions	3	1.9698456035016e-06	intergenic
mev-1	748	119	9081	substitutions	18	8.32840569329813e-06	intron
mev-1	749	120	1276	deletions	28	9.14315569487983e-05	3'UTR
mev-1	749	120	361	deletions	7	8.07940904893814e-05	5'UTR
mev-1	749	120	1422	deletions	9	2.63713080168776e-05	CDS
mev-1	749	120	1041	deletions	17	6.80435478706372e-05	enhancer
mev-1	749	120	5872	deletions	170	0.000120628973660309	intergenic
mev-1	749	120	7931	deletions	293	0.00015393182868911	intron
mev-1	749	120	1059	deletions	8	3.14762354422411e-05	promoter
mev-1	749	120	250	deletions	5	8.33333333333333e-05	pseudogene
mev-1	749	120	456	deletions	10	9.13742690058479e-05	RNAs & TEs
mev-1	749	120	1276	insertions	59	0.000192659352142111	3'UTR
mev-1	749	120	361	insertions	8	9.23361034164358e-05	5'UTR
mev-1	749	120	1422	insertions	2	5.86029067041725e-06	CDS
mev-1	749	120	1041	insertions	6	2.40153698366955e-05	enhancer
mev-1	749	120	5872	insertions	193	0.000136949364214351	intergenic
mev-1	749	120	7931	insertions	382	0.000200689278359181	intron
mev-1	749	120	1059	insertions	14	5.50834120239219e-05	promoter
mev-1	749	120	250	insertions	5	8.33333333333333e-05	pseudogene
mev-1	749	120	456	insertions	13	0.000118786549707602	RNAs & TEs
mev-1	749	120	1276	substitutions	6	1.95924764890282e-05	3'UTR
mev-1	749	120	361	substitutions	1	1.15420129270545e-05	5'UTR
mev-1	749	120	1422	substitutions	4	1.17205813408345e-05	CDS
mev-1	749	120	1041	substitutions	1	4.00256163944925e-06	enhancer
mev-1	749	120	5872	substitutions	31	2.19970481380563e-05	intergenic
mev-1	749	120	7931	substitutions	47	2.46921363426218e-05	intron
mev-1	749	120	1059	substitutions	3	1.18035882908404e-05	promoter
mev-1	749	120	250	substitutions	1	1.66666666666667e-05	pseudogene
mev-1	749	120	456	substitutions	1	9.1374269005848e-06	RNAs & TEs
mev-1	752	112	1510	deletions	1	2.95648060548723e-06	3'UTR
mev-1	752	112	7013	deletions	8	5.09258316188303e-06	intergenic
mev-1	752	112	10299	deletions	17	7.36895398998516e-06	intron
mev-1	752	112	537	deletions	2	1.66267624368183e-05	RNAs & TEs
mev-1	752	112	1510	insertions	3	8.86944181646168e-06	3'UTR
mev-1	752	112	387	insertions	1	1.15356220007383e-05	5'UTR
mev-1	752	112	7013	insertions	5	3.1828644761769e-06	intergenic
mev-1	752	112	10299	insertions	13	5.63508246292983e-06	intron
mev-1	752	112	1131	insertions	3	1.18416066691929e-05	promoter
mev-1	752	112	537	insertions	1	8.31338121840915e-06	RNAs & TEs
mev-1	752	112	1510	substitutions	2	5.91296121097446e-06	3'UTR
mev-1	752	112	10299	substitutions	3	1.3004036452915e-06	intron
mev-1	752	112	314	substitutions	2	2.8434940855323e-05	pseudogene
mev-1	752	112	537	substitutions	1	8.31338121840915e-06	RNAs & TEs
mev-1	753	120	1309	deletions	24	7.63941940412529e-05	3'UTR
mev-1	753	120	364	deletions	3	3.43406593406593e-05	5'UTR
mev-1	753	120	1426	deletions	3	8.76577840112202e-06	CDS
mev-1	753	120	1058	deletions	12	4.72589792060492e-05	enhancer
mev-1	753	120	6064	deletions	128	8.79507475813544e-05	intergenic
mev-1	753	120	8054	deletions	238	0.000123127224567503	intron
mev-1	753	120	1078	deletions	14	5.41125541125541e-05	promoter
mev-1	753	120	260	deletions	12	0.000192307692307692	pseudogene
mev-1	753	120	459	deletions	11	9.98547567175018e-05	RNAs & TEs
mev-1	753	120	1309	insertions	41	0.000130506748153807	3'UTR
mev-1	753	120	364	insertions	9	0.000103021978021978	5'UTR
mev-1	753	120	1058	insertions	10	3.93824826717076e-05	enhancer
mev-1	753	120	6064	insertions	141	9.68832453825858e-05	intergenic
mev-1	753	120	8054	insertions	326	0.000168653257180697	intron
mev-1	753	120	1078	insertions	7	2.70562770562771e-05	promoter
mev-1	753	120	260	insertions	4	6.41025641025641e-05	pseudogene
mev-1	753	120	459	insertions	8	7.26216412490922e-05	RNAs & TEs
mev-1	753	120	1309	substitutions	7	2.22816399286988e-05	3'UTR
mev-1	753	120	1426	substitutions	4	1.16877045348294e-05	CDS
mev-1	753	120	1058	substitutions	3	1.18147448015123e-05	enhancer
mev-1	753	120	6064	substitutions	22	1.51165347405453e-05	intergenic
mev-1	753	120	8054	substitutions	50	2.58670639847695e-05	intron
mev-1	753	120	260	substitutions	2	3.20512820512821e-05	pseudogene
mev-1	759	118	1414	deletions	7	2.09766739385803e-05	3'UTR
mev-1	759	118	370	deletions	2	2.29042601923958e-05	5'UTR
mev-1	759	118	1085	deletions	2	7.81066937436538e-06	enhancer
mev-1	759	118	6466	deletions	33	2.16255039397736e-05	intergenic
mev-1	759	118	9077	deletions	88	4.10798012484525e-05	intron
mev-1	759	118	1091	deletions	2	7.7677142723982e-06	promoter
mev-1	759	118	284	deletions	1	1.4920028646455e-05	pseudogene
mev-1	759	118	498	deletions	3	2.55258321421278e-05	RNAs & TEs
mev-1	759	118	1414	insertions	12	3.59600124661377e-05	3'UTR
mev-1	759	118	370	insertions	2	2.29042601923958e-05	5'UTR
mev-1	759	118	1085	insertions	1	3.90533468718269e-06	enhancer
mev-1	759	118	6466	insertions	48	3.14552784578525e-05	intergenic
mev-1	759	118	9077	insertions	132	6.16197018726788e-05	intron
mev-1	759	118	284	insertions	4	5.968011458582e-05	pseudogene
mev-1	759	118	498	insertions	7	5.95602749982983e-05	RNAs & TEs
mev-1	759	118	6466	substitutions	6	3.93190980723157e-06	intergenic
mev-1	759	118	9077	substitutions	16	7.46905477244591e-06	intron
mev-1	761	121	1325	deletions	20	6.23733042257914e-05	3'UTR
mev-1	761	121	355	deletions	5	5.82004423233617e-05	5'UTR
mev-1	761	121	1433	deletions	3	8.65086825881091e-06	CDS
mev-1	761	121	1070	deletions	16	6.17903761489148e-05	enhancer
